"Date";"Path";"Size_GB";"Size_TB"
"14-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"14-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"14-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"14-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"14-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"14-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"14-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"14-02-2026";"D:\Depto\DVR";"0";"0"
"14-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"14-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"14-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"14-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"14-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"14-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"14-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"14-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"14-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"14-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"14-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"14-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,79";"0,007"
"14-02-2026";"D:\Depto\IT";"8,67";"0,008"
"14-02-2026";"D:\Depto\Logistica";"185,33";"0,181"
"14-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"14-02-2026";"D:\Depto\Marketing";"2148,38";"2,098"
"14-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"14-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"14-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"14-02-2026";"D:\Depto\P C P roducao";"172,3";"0,168"
"14-02-2026";"D:\Depto\Projetos";"589,32";"0,576"
"14-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"14-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"14-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"14-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"14-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"14-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"14-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"14-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"14-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"14-02-2026";"D:\Depto\XML";"0,01";"0"
"14-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"14-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"14-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"14-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"14-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"14-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"14-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"14-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"14-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"14-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"14-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"14-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"14-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"14-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"14-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"14-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"14-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"14-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"14-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"14-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"14-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"14-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"14-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"15-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"15-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"15-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"15-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"15-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"15-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"15-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"15-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
"15-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"15-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"15-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"15-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"15-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"15-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"15-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"15-02-2026";"D:\Depto\DVR";"0";"0"
"15-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"15-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"15-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"15-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"15-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"15-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"15-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"15-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"15-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"15-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"15-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"15-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,79";"0,007"
"15-02-2026";"D:\Depto\IT";"8,67";"0,008"
"15-02-2026";"D:\Depto\Logistica";"185,33";"0,181"
"15-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"15-02-2026";"D:\Depto\Marketing";"2148,38";"2,098"
"15-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"15-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"15-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"15-02-2026";"D:\Depto\P C P roducao";"172,3";"0,168"
"15-02-2026";"D:\Depto\Projetos";"589,32";"0,576"
"15-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"15-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"15-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"15-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"15-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"15-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"15-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"15-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"15-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"15-02-2026";"D:\Depto\XML";"0,01";"0"
"15-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"15-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"15-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"15-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"15-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"15-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"15-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"15-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"15-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"15-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"15-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"15-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"15-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"15-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"15-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"15-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"15-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"15-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"15-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"15-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"15-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"15-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"15-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"16-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"16-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"16-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"16-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"16-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"16-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"16-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"16-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
"16-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"16-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"16-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"16-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"16-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"16-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"16-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"16-02-2026";"D:\Depto\DVR";"0";"0"
"16-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"16-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"16-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"16-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"16-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"16-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"16-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"16-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"16-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"16-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"16-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"16-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,79";"0,007"
"16-02-2026";"D:\Depto\IT";"8,67";"0,008"
"16-02-2026";"D:\Depto\Logistica";"185,33";"0,181"
"16-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"16-02-2026";"D:\Depto\Marketing";"2148,38";"2,098"
"16-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"16-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"16-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"16-02-2026";"D:\Depto\P C P roducao";"172,3";"0,168"
"16-02-2026";"D:\Depto\Projetos";"589,32";"0,576"
"16-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"16-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"16-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"16-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"16-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"16-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"16-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"16-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"16-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"16-02-2026";"D:\Depto\XML";"0,01";"0"
"16-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"16-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"16-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"16-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"16-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"16-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"16-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"16-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"16-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"16-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"16-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"16-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"16-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"16-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"16-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"16-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"16-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"16-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"16-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"16-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"16-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"16-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"16-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"17-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"17-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"17-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"17-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"17-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"17-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"17-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"17-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
"17-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"17-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"17-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"17-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"17-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"17-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"17-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"17-02-2026";"D:\Depto\DVR";"0";"0"
"17-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"17-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"17-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"17-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"17-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"17-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"17-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"17-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"17-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"17-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"17-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"17-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,79";"0,007"
"17-02-2026";"D:\Depto\IT";"8,67";"0,008"
"17-02-2026";"D:\Depto\Logistica";"185,33";"0,181"
"17-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"17-02-2026";"D:\Depto\Marketing";"2148,38";"2,098"
"17-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"17-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"17-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"17-02-2026";"D:\Depto\P C P roducao";"172,3";"0,168"
"17-02-2026";"D:\Depto\Projetos";"589,32";"0,576"
"17-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"17-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"17-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"17-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"17-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"17-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"17-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"17-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"17-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"17-02-2026";"D:\Depto\XML";"0,01";"0"
"17-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"17-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"17-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"17-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"17-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"17-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"17-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"17-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"17-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"17-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"17-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"17-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"17-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"17-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"17-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"17-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"17-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"17-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"17-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"17-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"17-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"17-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"17-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"18-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"18-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"18-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"18-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"18-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"18-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"18-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"18-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
"18-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"18-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"18-02-2026";"D:\Depto\Controle de Qualidade";"40,65";"0,04"
"18-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"18-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"18-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"18-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"18-02-2026";"D:\Depto\DVR";"0";"0"
"18-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"18-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"18-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"18-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"18-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"18-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"18-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"18-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"18-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"18-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"18-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"18-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,79";"0,007"
"18-02-2026";"D:\Depto\IT";"8,68";"0,008"
"18-02-2026";"D:\Depto\Logistica";"185,33";"0,181"
"18-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"18-02-2026";"D:\Depto\Marketing";"2148,38";"2,098"
"18-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"18-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"18-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"18-02-2026";"D:\Depto\P C P roducao";"172,3";"0,168"
"18-02-2026";"D:\Depto\Projetos";"589,38";"0,576"
"18-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"18-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"18-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"18-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"18-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"18-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"18-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"18-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"18-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"18-02-2026";"D:\Depto\XML";"0,01";"0"
"18-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"18-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"18-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"18-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"18-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"18-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"18-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"18-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"18-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"18-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"18-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"18-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"18-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"18-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"18-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"18-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"18-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"18-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"18-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"18-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"18-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"18-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"18-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"19-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"19-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"19-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"19-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"19-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"19-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"19-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"19-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
"19-02-2026";"D:\Depto\Controladoria";"18,71";"0,018"
"19-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"19-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"19-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"19-02-2026";"D:\Depto\Departamento Pessoal";"9,41";"0,009"
"19-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"19-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"19-02-2026";"D:\Depto\DVR";"0";"0"
"19-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"19-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"19-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"19-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"19-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"19-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"19-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"19-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"19-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"19-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"19-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"19-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,8";"0,007"
"19-02-2026";"D:\Depto\IT";"8,68";"0,008"
"19-02-2026";"D:\Depto\Logistica";"185,39";"0,181"
"19-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"19-02-2026";"D:\Depto\Marketing";"2149,01";"2,099"
"19-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"19-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"19-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"19-02-2026";"D:\Depto\P C P roducao";"172,31";"0,168"
"19-02-2026";"D:\Depto\Projetos";"589,43";"0,576"
"19-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"19-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"19-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"19-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"19-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"19-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"19-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"19-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"19-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"19-02-2026";"D:\Depto\XML";"0,01";"0"
"19-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"19-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"19-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"19-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"19-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,87";"0,004"
"19-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"19-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"19-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"19-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"19-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"19-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
